NumRF;Montant;MontantRF;DateDon;AdressePays;NomDonateur;RowID;NumRF_numeric;Nb_Doublons_NumRF;Ctrl_DoublonRF;Taille_RuptureSeq;Ctrl_RuptureSeq;Ctrl_PaysGAFI;Ctrl_MontantNegatif;Ctrl_MontantNul;Ctrl_IdentiteVide;Ctrl_Montant500;Ctrl_DateApresNov;Ctrl_Etranger;Mois;JourSemaine;EstFinAnnee;RiskRule;Prob_Risque;Classe_ML
3347;903.49;903.28;2024-02-05;France;Sophie Robert;2969;3347;1;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0.28498970523763517;Risque faible
3348;304.57;304.78;2024-04-19;France;Paul Simon;2970;3348;1;0;1;0;0;0;0;0;0;0;0;4;4;0;0;0.04903509989080865;Risque faible
3349;1729.93;1730.23;2024-12-19;France;Hugo Dupont;2971;3349;1;0;1;0;0;0;0;0;1;1;0;12;3;1;1;0.25174595319958853;Risque faible
3350;190.29;190.97;2024-08-28;France;Jean Dupont;2972;3350;1;0;1;0;0;0;0;0;0;0;0;8;2;0;0;0.04951081739546844;Risque faible
3351;238.26;237.71;2024-11-29;France;Paul Simon;2973;3351;1;0;1;0;0;0;0;0;0;1;0;11;4;1;0;0.11452735622879781;Risque faible
3352;151.58;151.36;2024-03-30;France;Lea Simon;2974;3352;1;0;1;0;0;0;0;0;0;0;0;3;5;0;0;0.04976376254834929;Risque faible
3353;285.8;285.21;2024-01-30;France;Luc Durand;2975;3353;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0.0897847004073494;Risque faible
3354;390.91;390.24;2024-08-24;France;Camille Simon;2976;3354;1;0;1;0;0;0;0;0;0;0;0;8;5;0;0;0.03955204584244836;Risque faible
3355;79.64;79.33;2024-06-18;France;Luc Moreau;2977;3355;1;0;1;0;0;0;0;0;0;0;0;6;1;0;0;0.16542952644860892;Risque faible
3356;555.98;556.16;2024-05-28;France;Lea Bernard;2978;3356;1;0;1;0;0;0;0;0;1;0;0;5;1;0;0;0.4346736870864911;Risque faible
3357;1648.2;1648.59;2024-03-28;France;Luc Moreau;2979;3357;1;0;1;0;0;0;0;0;1;0;0;3;3;0;0;0.3101416870591634;Risque faible
3358;176.45;175.98;2024-01-04;France;Camille Bernard;2980;3358;1;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0.06253499916881301;Risque faible
3359;136.07;135.67;2024-09-08;France;Paul Richard;2981;3359;1;0;1;0;0;0;0;0;0;0;0;9;6;0;0;0.04093445121149297;Risque faible
3360;148.17;147.28;2024-12-15;France;Hugo Durand;2982;3360;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.17821601344826316;Risque faible
3361;246.9;247.01;2024-01-24;France;Emma Durand;2983;3361;1;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0.07160221134284835;Risque faible
3362;2360.14;2359.77;2024-02-15;France;Hugo Petit;2984;3362;2;1;1;0;0;0;0;0;1;0;0;2;3;0;1;0.2642112066916247;Risque faible
3363;344.29;345.12;2024-04-25;France;Lea Moreau;2985;3363;1;0;1;0;0;0;0;0;0;0;0;4;3;0;0;0.0463878665323361;Risque faible
3364;321.25;321.45;2024-01-27;Tunisie;Marie Laurent;2986;3364;1;0;1;0;0;0;0;0;0;0;1;1;5;0;0;0.117875602529904;Risque faible
3373;198.23;198.14;2024-12-12;France;Luc Martin;2987;3373;1;0;9;1;0;0;0;0;0;1;0;12;3;1;1;0.04585782500321465;Risque faible
3374;74.18;73.86000000000001;2024-11-03;France;Paul Bernard;2988;3374;1;0;1;0;0;0;0;0;0;1;0;11;6;1;0;0.21717780867842118;Risque faible
3375;240.98;240.23;2024-04-25;France;Luc Moreau;2989;3375;1;0;1;0;0;0;0;0;0;0;0;4;3;0;0;0.0463878665323361;Risque faible
3362;109.65;108.97;2024-11-08;France;Paul Durand;2990;3362;2;1;1;0;0;0;0;0;0;1;0;11;4;1;1;0.11443660021443827;Risque faible
3377;45.96;45.65;2024-12-01;France;Luc Laurent;2991;3377;1;0;2;1;0;0;0;0;0;1;0;12;6;1;1;0.1630064874784614;Risque faible
3378;237.62;237.27;2024-12-09;France;Camille Laurent;2992;3378;1;0;1;0;0;0;0;0;0;1;0;12;0;1;0;0.14831000426499977;Risque faible
3379;58.89;58.39;2024-11-08;France;Sophie Martin;2993;3379;1;0;1;0;0;0;0;0;0;1;0;11;4;1;0;0.22634848461873977;Risque faible
3380;102.81;103.0;2024-12-24;France;Emma Petit;2994;3380;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.25095129853107606;Risque faible
3381;71.43;71.69000000000001;2024-06-03;France;Sophie Robert;2995;3381;1;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0.15607619687090077;Risque faible
3382;211.99;211.76;2024-09-26;France;Nicolas Dupont;2996;3382;1;0;1;0;0;0;0;0;0;0;0;9;3;0;0;0.04035076074024649;Risque faible
3383;225.91;226.88;2024-11-16;France;Luc Robert;2997;3383;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.10184050408555725;Risque faible
3384;430.67;429.8;2024-10-02;France;Marie Bernard;2998;3384;1;0;1;0;0;0;0;0;0;0;0;10;2;0;0;0.054185952977482764;Risque faible
3385;3576.97;3577.0;2024-11-21;France;Sophie Dupont;2999;3385;1;0;1;0;0;0;0;0;1;1;0;11;3;1;1;0.3190360684023043;Risque faible
3386;392.97;392.86;2024-11-26;France;;3000;3386;1;0;1;0;0;0;0;1;0;1;0;11;1;1;1;0.13218205629224647;Risque faible
3387;79.36;79.08;2024-02-14;France;Jean Dupont;3001;3387;1;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0.15756687180016538;Risque faible
3388;442.85;442.5;2024-01-01;France;Nicolas Petit;3002;3388;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0.08186522556204835;Risque faible
3389;74.56;74.56;2024-05-26;France;Sophie Petit;3003;3389;1;0;1;0;0;0;0;0;0;0;0;5;6;0;0;0.11594770663204922;Risque faible
3390;56.15;56.04;2024-10-21;France;Nicolas Moreau;3004;3390;1;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0.15901498028818087;Risque faible
3391;237.12;236.92;2024-12-25;France;Sophie Richard;3005;3391;1;0;1;0;0;0;0;0;0;1;0;12;2;1;0;0.13176139933586145;Risque faible
3392;165.76;165.11;2024-02-25;France;Marie Richard;3006;3392;1;0;1;0;0;0;0;0;0;0;0;2;6;0;0;0.054988893208154796;Risque faible
3393;154.2;153.39;2024-08-13;France;Jean Robert;3007;3393;1;0;1;0;0;0;0;0;0;0;0;8;1;0;0;0.07813321894261814;Risque faible
3394;3486.1;3485.96;2024-01-07;France;Lea Dupont;3008;3394;1;0;1;0;0;0;0;0;1;0;0;1;6;0;0;0.4192375070737874;Risque faible
3395;84.51;84.31;2024-12-18;France;Marie Bernard;3009;3395;1;0;1;0;0;0;0;0;0;1;0;12;2;1;0;0.27831085748031825;Risque faible
3396;292.92;292.82;2024-06-07;France;Hugo Moreau;3010;3396;1;0;1;0;0;0;0;0;0;0;0;6;4;0;0;0.04412539630104509;Risque faible
3397;174.72;174.67;2024-12-05;France;Sophie Moreau;3011;3397;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.12701246022402443;Risque faible
3398;385.28;385.02;2024-03-19;France;Jean Bernard;3012;3398;1;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0.08457614309580819;Risque faible
3399;76.03;75.92;2024-01-01;France;Sophie Robert;3013;3399;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0.17306948564656144;Risque faible
3400;80.51;80.08;2024-12-09;France;Nicolas Martin;3014;3400;1;0;1;0;0;0;0;0;0;1;0;12;0;1;0;0.2997786254937906;Risque faible
3401;618.19;618.95;2024-08-16;France;Hugo Bernard;3015;3401;1;0;1;0;0;0;0;0;1;0;0;8;4;0;0;0.46090983323874507;Risque faible
3402;255.58;255.18;2024-07-31;France;Camille Martin;3016;3402;1;0;1;0;0;0;0;0;0;0;0;7;2;0;0;0.049269513047642356;Risque faible
3403;139.41;139.22;2024-10-09;France;Nicolas Bernard;3017;3403;1;0;1;0;0;0;0;0;0;0;0;10;2;0;0;0.0559487662508568;Risque faible
3404;408.28;407.92;2024-11-23;France;Lea Dupont;3018;3404;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.10063010079759074;Risque faible
3405;489.05;488.68;2024-04-28;France;Luc Robert;3019;3405;1;0;1;0;0;0;0;0;0;0;0;4;6;0;0;0.050010358099927994;Risque faible
3406;124.34;124.35;2024-11-21;France;Emma Durand;3020;3406;1;0;1;0;0;0;0;0;0;1;0;11;3;1;0;0.14606114971632814;Risque faible
3407;209.99;209.94;2024-11-26;France;Paul Robert;3021;3407;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.13998302537691665;Risque faible
3408;681.16;680.93;2024-12-02;France;Lea Richard;3022;3408;1;0;1;0;0;0;0;0;1;1;0;12;0;1;1;0.21620772302461175;Risque faible
3409;99.53;99.39;2024-11-03;France;Marie Durand;3023;3409;1;0;1;0;0;0;0;0;0;1;0;11;6;1;0;0.15148793759715928;Risque faible
3410;104.2;103.84;2024-11-02;France;Paul Laurent;3024;3410;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.15033690097906194;Risque faible
3411;234.78;234.98;2024-11-07;France;Nicolas Petit;3025;3411;1;0;1;0;0;0;0;0;0;1;0;11;3;1;0;0.10358705253514162;Risque faible
3412;74.2;75.23;2024-12-05;France;Sophie Petit;3026;3412;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.2678392367023213;Risque faible
3413;0.0;-0.44;2024-11-15;France;Camille Laurent;3027;3413;1;0;1;0;0;1;1;0;0;1;0;11;4;1;1;0.22500303007328523;Risque faible
3414;197.08;197.28;2024-11-25;France;Lea Dupont;3028;3414;1;0;1;0;0;0;0;0;0;1;0;11;0;1;0;0.12532271094959146;Risque faible
3415;69.64;69.66;2024-10-01;France;Paul Moreau;3029;3415;1;0;1;0;0;0;0;0;0;0;0;10;1;0;0;0.1708180425201026;Risque faible
3416;137.44;137.77;2024-12-16;France;Hugo Richard;3030;3416;1;0;1;0;0;0;0;0;0;1;0;12;0;1;0;0.20081101708800225;Risque faible
3417;660.28;660.63;2024-05-20;France;Hugo Dupont;3031;3417;1;0;1;0;0;0;0;0;1;0;0;5;0;0;0;0.35573088754614424;Risque faible
3418;254.77;254.87;2024-10-11;France;Lea Petit;3032;3418;1;0;1;0;0;0;0;0;0;0;0;10;4;0;0;0.04648228447407204;Risque faible
3419;81.09;81.07000000000001;2024-08-31;France;Jean Petit;3033;3419;1;0;1;0;0;0;0;0;0;0;0;8;5;0;0;0.11520106675892786;Risque faible
3420;171.73;171.51;2024-03-14;France;Marie Robert;3034;3420;1;0;1;0;0;0;0;0;0;0;0;3;3;0;0;0.05433041353769507;Risque faible
3421;1707.3;1706.92;2024-12-20;France;Jean Dupont;3035;3421;1;0;1;0;0;0;0;0;1;1;0;12;4;1;1;0.5103823049911504;Risque faible
3422;199.31;199.26;2024-09-18;France;Luc Martin;3036;3422;1;0;1;0;0;0;0;0;0;0;0;9;2;0;0;0.051173738743783045;Risque faible
3423;257.34;256.7;2024-06-24;France;Nicolas Laurent;3037;3423;1;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0.05937453460340081;Risque faible
3424;336.43;336.13;2024-08-17;France;Hugo Petit;3038;3424;1;0;1;0;0;0;0;0;0;0;0;8;5;0;0;0.036618764837738786;Risque faible
3432;619.75;620.3;2024-03-16;France;Hugo Moreau;3039;3432;1;0;8;1;0;0;0;0;1;0;0;3;5;0;1;0.32801312061993115;Risque faible
3433;232.54;232.59;2024-11-22;France;Lea Moreau;3040;3433;1;0;1;0;0;0;0;0;0;1;0;11;4;1;0;0.11452735622879781;Risque faible
3434;225.43;225.88;2024-11-16;France;Luc Durand;3041;3434;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.10184050408555725;Risque faible
3435;1026.45;1027.18;2024-11-30;France;Hugo Martin;3042;3435;1;0;1;0;0;0;0;0;1;1;0;11;5;1;1;0.3719814327408152;Risque faible
3436;410.33;410.24;2024-10-03;France;Paul Martin;3043;3436;1;0;1;0;0;0;0;0;0;0;0;10;3;0;0;0.043497792787711376;Risque faible
3437;144.35;144.45;2024-08-14;France;Paul Simon;3044;3437;1;0;1;0;0;0;0;0;0;0;0;8;2;0;0;0.05342287114160925;Risque faible
3438;137.27;137.12;2024-06-13;France;Hugo Petit;3045;3438;1;0;1;0;0;0;0;0;0;0;0;6;3;0;0;0.04276890007429328;Risque faible
3439;373.95;373.54;2024-12-17;France;Lea Durand;3046;3439;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.1619148686410434;Risque faible
3440;454.7;454.22;2024-08-04;France;Camille Richard;3047;3440;1;0;1;0;0;0;0;0;0;0;0;8;6;0;0;0.04150145501160816;Risque faible
3441;357.43;357.85;2024-11-07;France;Sophie Robert;3048;3441;1;0;1;0;0;0;0;0;0;1;0;11;3;1;0;0.09861181035514571;Risque faible
3442;300.35;300.45;2024-07-08;France;Camille Moreau;3049;3442;1;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0.05809867253443529;Risque faible
3443;310.09;311.01;2024-11-20;France;Paul Bernard;3050;3443;1;0;1;0;0;0;0;0;0;1;0;11;2;1;0;0.1113850291546177;Risque faible
3444;386.8;387.29;2024-08-19;France;Luc Simon;3051;3444;1;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0.062307815608110384;Risque faible
3445;197.15;196.78;2024-07-02;France;Luc Dupont;3052;3445;1;0;1;0;0;0;0;0;0;0;0;7;1;0;0;0.06721766009947629;Risque faible
3446;310.49;310.91;2024-11-23;France;Luc Simon;3053;3446;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.10127932351576835;Risque faible
3447;373.58;373.43;2024-08-30;France;Hugo Simon;3054;3447;1;0;1;0;0;0;0;0;0;0;0;8;4;0;0;0.045232251433790005;Risque faible
3448;122.79;123.4;2024-12-08;France;Camille Laurent;3055;3448;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.18772454765047264;Risque faible
3449;577.63;577.39;2024-12-13;France;Luc Bernard;3056;3449;1;0;1;0;0;0;0;0;1;1;0;12;4;1;1;0.6759171693334436;Haut risque
3450;328.57;328.04;2024-07-20;France;Marie Simon;3057;3450;1;0;1;0;0;0;0;0;0;0;0;7;5;0;0;0.03551190970499388;Risque faible
3460;317.77;317.37;2024-03-26;France;Luc Dupont;3058;3460;1;0;10;1;0;0;0;0;0;0;0;3;1;0;1;0.01190486371662426;Risque faible
3461;116.62;116.25;2024-02-19;France;Marie Martin;3059;3461;1;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0.09812719108164364;Risque faible
3462;350.69;350.27;2024-11-26;France;Sophie Richard;3060;3462;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.13231687410601164;Risque faible
3463;265.17;264.88;2024-12-04;France;Lea Bernard;3061;3463;1;0;1;0;0;0;0;0;0;1;0;12;2;1;0;0.13176139933586145;Risque faible
3464;438.9;439.33;2024-11-07;France;Camille Laurent;3062;3464;1;0;1;0;0;0;0;0;0;1;0;11;3;1;0;0.09861181035514571;Risque faible
3465;127.38;128.28;2024-09-04;France;Emma Petit;3063;3465;1;0;1;0;0;0;0;0;0;0;0;9;2;0;0;0.05619027010186415;Risque faible
3466;106.85;106.18;2024-02-25;France;Lea Simon;3064;3466;1;0;1;0;0;0;0;0;0;0;0;2;6;0;0;0.07030214687064988;Risque faible
3467;299.59;300.22;2024-06-25;France;Nicolas Richard;3065;3467;1;0;1;0;0;0;0;0;0;0;0;6;1;0;0;0.06594179803051078;Risque faible
3468;182.3;182.06;2024-05-29;France;Marie Martin;3066;3468;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0.053915975530686555;Risque faible
3469;271.09;271.26;2024-12-24;France;Camille Simon;3067;3469;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.16816597289000484;Risque faible
3470;2448.58;2447.75;2024-12-26;France;Luc Durand;3068;3470;1;0;1;0;0;0;0;0;1;1;0;12;3;1;1;0.24344190046191688;Risque faible
3471;165.99;166.25;2024-10-15;France;Emma Simon;3069;3471;1;0;1;0;0;0;0;0;0;0;0;10;1;0;0;0.0744291086248391;Risque faible
3472;523.4;522.4;2024-03-04;France;Luc Moreau;3070;3472;1;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0.32168152446087855;Risque faible
3473;314.83;314.99;2024-12-11;France;Sophie Durand;3071;3473;1;0;1;0;0;0;0;0;0;1;0;12;2;1;0;0.12864849462814149;Risque faible
3474;692.24;692.37;2024-04-14;France;Nicolas Martin;3072;3474;1;0;1;0;0;0;0;0;1;0;0;4;6;0;0;0.3356298947111801;Risque faible
3475;334.22;334.3200000000001;2024-08-26;France;Nicolas Moreau;3073;3475;1;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0.05937453460340081;Risque faible
3476;226.64;226.27;2024-02-03;France;Camille Dupont;3074;3476;1;0;1;0;0;0;0;0;0;0;0;2;5;0;0;0.055035067174757674;Risque faible
3477;365.43;365.7;2024-12-08;France;Camille Durand;3075;3477;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.14339469975391902;Risque faible
3478;3081.09;3081.29;2024-02-08;France;Luc Robert;3076;3478;1;0;1;0;0;0;0;0;1;0;0;2;3;0;0;0.3522037362608013;Risque faible
3479;232.17;232.07;2024-08-12;France;Hugo Laurent;3077;3479;1;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0.05937453460340081;Risque faible
3480;206.75;207.09;2024-05-08;France;Sophie Dupont;3078;3480;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0.053915975530686555;Risque faible
3481;311.36;311.31;2024-11-13;France;Emma Dupont;3079;3481;1;0;1;0;0;0;0;0;0;1;0;11;2;1;0;0.1113850291546177;Risque faible
3482;156.61;156.87;2024-02-09;France;Jean Moreau;3080;3482;1;0;1;0;0;0;0;0;0;0;0;2;4;0;0;0.06370443819047483;Risque faible
3483;137.07;137.01;2024-11-14;France;Sophie Robert;3081;3483;1;0;1;0;0;0;0;0;0;1;0;11;3;1;0;0.13957015381729773;Risque faible
3484;39.66;39.77;2024-08-08;France;Camille Laurent;3082;3484;1;0;1;0;0;0;0;0;0;0;0;8;3;0;0;0.12879205044643496;Risque faible
3485;93.12;93.41000000000001;2024-12-26;France;Jean Laurent;3083;3485;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.19603704138079514;Risque faible
3486;592.56;592.3599999999999;2024-04-08;France;Hugo Martin;3084;3486;1;0;1;0;0;0;0;0;1;0;0;4;0;0;0;0.393824406626758;Risque faible
3487;74.67;74.05;2024-02-29;France;Emma Simon;3085;3487;1;0;1;0;0;0;0;0;0;0;0;2;3;0;0;0.14849965962613007;Risque faible
3488;733.96;734.1;2024-11-03;France;Marie Richard;3086;3488;1;0;1;0;0;0;0;0;1;1;0;11;6;1;1;0.38161720406357424;Risque faible
3489;370.84;371.4299999999999;2024-05-11;France;Luc Martin;3087;3489;1;0;1;0;0;0;0;0;0;0;0;5;5;0;0;0.03862469343156139;Risque faible
3490;715.42;715.5699999999999;2024-10-27;France;Nicolas Martin;3088;3490;1;0;1;0;0;0;0;0;1;0;0;10;6;0;0;0.3144635488467548;Risque faible
3491;807.9;808.06;2024-03-09;France;Jean Simon;3089;3491;1;0;1;0;0;0;0;0;1;0;0;3;5;0;0;0.32849348150141866;Risque faible
3492;181.59;181.57;2024-01-14;France;Nicolas Simon;3090;3492;1;0;1;0;0;0;0;0;0;0;0;1;6;0;0;0.05528598253568909;Risque faible
3493;165.54;165.91;2024-05-30;France;Lea Petit;3091;3493;1;0;1;0;0;0;0;0;0;0;0;5;3;0;0;0.04471642356529503;Risque faible
3494;17.78;17.69;2024-12-20;France;Nicolas Martin;3092;3494;2;1;1;0;0;0;0;0;0;1;0;12;4;1;1;0.20949718029363454;Risque faible
3494;125.17;124.94;2024-12-10;France;Jean Laurent;3093;3494;2;1;1;0;0;0;0;0;0;1;0;12;1;1;1;0.18287821463942094;Risque faible
3496;22.11;22.66;2024-10-18;France;Hugo Richard;3094;3496;1;0;2;1;0;0;0;0;0;0;0;10;4;0;1;0.06812523546868511;Risque faible
3497;24.84;24.57;2024-12-27;France;Paul Martin;3095;3497;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.26611930771071607;Risque faible
3498;89.71;90.14999999999999;2024-02-01;France;Lea Petit;3096;3498;1;0;1;0;0;0;0;0;0;0;0;2;3;0;0;0.09155591905831681;Risque faible
3499;155.55;156.1;2024-03-13;France;Emma Petit;3097;3499;1;0;1;0;0;0;0;0;0;0;0;3;2;0;0;0.0633976257117304;Risque faible
3500;283.65;283.9299999999999;2024-11-05;France;Nicolas Robert;3098;3500;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.13417921157828766;Risque faible
3501;165.13;164.51;2024-12-08;France;Emma Simon;3099;3501;1;0;1;0;0;0;0;0;0;1;0;12;6;1;0;0.15369681332310262;Risque faible
3502;167.37;167.38;2024-11-11;France;Emma Martin;3100;3502;1;0;1;0;0;0;0;0;0;1;0;11;0;1;0;0.14006646970434797;Risque faible
3503;237.89;237.79;2024-04-26;France;Jean Simon;3101;3503;1;0;1;0;0;0;0;0;0;0;0;4;4;0;0;0.04903509989080865;Risque faible
3504;169.14;168.89;2024-11-21;France;Marie Martin;3102;3504;1;0;1;0;0;0;0;0;0;1;0;11;3;1;0;0.11628038198498375;Risque faible
3505;583.31;583.38;2024-08-04;France;Sophie Laurent;3103;3505;1;0;1;0;0;0;0;0;1;0;0;8;6;0;0;0.5157264525422377;Risque faible
3506;125.4;125.78;2024-11-21;France;Camille Bernard;3104;3506;1;0;1;0;0;0;0;0;0;1;0;11;3;1;0;0.14067463142923803;Risque faible
3507;1338.0;1337.77;2024-03-29;France;Hugo Durand;3105;3507;1;0;1;0;0;0;0;0;1;0;0;3;4;0;0;0.400974982451922;Risque faible
3508;259.12;259.03;2024-12-31;France;Paul Bernard;3106;3508;1;0;1;0;0;0;0;0;0;1;0;12;1;1;0;0.16951142743545938;Risque faible
3509;252.68;252.56;2024-11-05;France;Nicolas Durand;3107;3509;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.13863757083146214;Risque faible
3510;2105.85;2106.43;2024-11-26;France;Paul Bernard;3108;3510;1;0;1;0;0;0;0;0;1;1;0;11;1;1;1;0.2575278564717316;Risque faible
3511;221.97;221.84;2024-06-05;France;Paul Simon;3109;3511;1;0;1;0;0;0;0;0;0;0;0;6;2;0;0;0.049269513047642356;Risque faible
3512;132.23;131.61;2024-03-09;France;Lea Durand;3110;3512;1;0;1;0;0;0;0;0;0;0;0;3;5;0;0;0.051039624617314816;Risque faible
3513;237.13;236.34;2024-09-26;France;Lea Dupont;3111;3513;1;0;1;0;0;0;0;0;0;0;0;9;3;0;0;0.04035076074024649;Risque faible
3514;392.42;392.6;2024-08-12;France;Nicolas Robert;3112;3514;1;0;1;0;0;0;0;0;0;0;0;8;0;0;0;0.0621729977943452;Risque faible
3515;169.46;169.08;2024-01-05;France;Luc Robert;3113;3515;1;0;1;0;0;0;0;0;0;0;0;1;4;0;0;0.06521464227210749;Risque faible
3516;220.89;221.22;2024-08-30;France;Nicolas Robert;3114;3516;1;0;1;0;0;0;0;0;0;0;0;8;4;0;0;0.04395638936482448;Risque faible
3517;151.55;150.88;2024-04-27;France;Marie Richard;3115;3517;1;0;1;0;0;0;0;0;0;0;0;4;5;0;0;0.042869580760910596;Risque faible
3518;124.59;124.32;2024-06-20;France;Hugo Durand;3116;3518;1;0;1;0;0;0;0;0;0;0;0;6;3;0;0;0.047596974625009086;Risque faible
3519;252.19;251.52;2024-12-13;France;Hugo Martin;3117;3519;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.14560764128737896;Risque faible
3520;62.23;62.45;2024-11-18;France;Emma Simon;3118;3520;1;0;1;0;0;0;0;0;0;1;0;11;0;1;0;0.2601460398270696;Risque faible
3521;111.82;112.14;2024-09-13;France;Jean Bernard;3119;3521;1;0;1;0;0;0;0;0;0;0;0;9;4;0;0;0.05841988490337219;Risque faible
3522;436.83;437.0;2024-12-30;France;Emma Durand;3120;3522;1;0;1;0;0;0;0;0;0;1;0;12;0;1;0;0.14237852865053605;Risque faible
3523;67.31;66.77;2024-11-13;France;Marie Laurent;3121;3523;1;0;1;0;0;0;0;0;0;1;0;11;2;1;0;0.24709300874639087;Risque faible
3524;356.88;356.51;2024-03-18;France;Lea Richard;3122;3524;1;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0.06964906198588765;Risque faible
3525;356.94;357.06;2024-12-18;France;Nicolas Simon;3123;3525;1;0;1;0;0;0;0;0;0;1;0;12;2;1;0;0.12551029508689998;Risque faible
3526;187.26;186.42;2024-01-20;France;Nicolas Simon;3124;3526;1;0;1;0;0;0;0;0;0;0;0;1;5;0;0;0.05654527125639032;Risque faible
3527;174.58;174.46;2024-01-14;France;Marie Laurent;3125;3527;1;0;1;0;0;0;0;0;0;0;0;1;6;0;0;0.05528598253568909;Risque faible
3528;151.07;151.83;2024-07-24;France;Camille Durand;3126;3528;1;0;1;0;0;0;0;0;0;0;0;7;2;0;0;0.05190570472481765;Risque faible
3529;263.15;263.06;2024-08-24;France;Luc Simon;3127;3529;1;0;1;0;0;0;0;0;0;0;0;8;5;0;0;0.03534290276877327;Risque faible
3530;146.93;146.19;2024-06-29;France;Jean Laurent;3128;3530;1;0;1;0;0;0;0;0;0;0;0;6;5;0;0;0.03814810138216917;Risque faible
3531;285.22;284.92;2024-10-17;France;Hugo Laurent;3129;3531;1;0;1;0;0;0;0;0;0;0;0;10;3;0;0;0.03993787243221392;Risque faible
3532;87.92;87.60000000000001;2024-07-07;France;Luc Simon;3130;3532;1;0;1;0;0;0;0;0;0;0;0;7;6;0;0;0.11411078497444722;Risque faible
3533;425.01;426.08;2024-05-26;France;Hugo Petit;3131;3533;1;0;1;0;0;0;0;0;0;0;0;5;6;0;0;0.04350738360543076;Risque faible
3534;298.39;299.22;2024-12-05;France;Lea Simon;3132;3534;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.1195223283955991;Risque faible
3535;5.54;5.91;2024-02-11;France;Nicolas Laurent;3133;3535;1;0;1;0;0;0;0;0;0;0;0;2;6;0;0;0.12824409436125947;Risque faible
3536;413.26;413.09;2024-12-19;France;Sophie Richard;3134;3536;1;0;1;0;0;0;0;0;0;1;0;12;3;1;0;0.11638412885435763;Risque faible
3537;392.84;393.44;2024-01-01;France;Sophie Dupont;3135;3537;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0.08186522556204835;Risque faible
3538;3625.81;3625.24;2024-11-18;France;Emma Moreau;3136;3538;1;0;1;0;0;0;0;0;1;1;0;11;0;1;1;0.3275419895643912;Risque faible
3539;316.36;316.9;2024-12-13;France;Emma Bernard;3137;3539;1;0;1;0;0;0;0;0;0;1;0;12;4;1;0;0.14504646071759003;Risque faible
3540;320.68;321.14;2024-09-11;France;Lea Laurent;3138;3540;1;0;1;0;0;0;0;0;0;0;0;9;2;0;0;0.04989787667481753;Risque faible
3541;63.51;63.43;2024-11-05;France;Nicolas Dupont;3139;3541;1;0;1;0;0;0;0;0;0;1;0;11;1;1;0;0.27927070853365576;Risque faible
3542;59.27;59.84;2024-11-02;France;Emma Laurent;3140;3542;1;0;1;0;0;0;0;0;0;1;0;11;5;1;0;0.2136616324754992;Risque faible
3543;373.06;372.84;2024-11-08;France;Lea Martin;3141;3543;1;0;1;0;0;0;0;0;0;1;0;11;4;1;0;0.11331695294083129;Risque faible
